timestamp,sensor_id,temperature,humidity
2025-02-01 00:00:00,1,-0.0316626731856368,-1.9030345553497774
2025-02-01 01:00:00,2,2.4680220519961993,-1.9030345553497774
2025-02-01 02:00:00,0,1.6347938102689206,-0.37326401246410634
2025-02-01 03:00:00,1,1.2181796894052812,0.39162125897872746
2025-02-01 04:00:00,2,0.8015655685416418,0.11626256125930626
2025-02-01 05:00:00,2,0.6349199201961867,0.11626256125930626
2025-02-01 06:00:00,1,-0.3649539698765471,0.5751937241250072
2025-02-01 07:00:00,2,-0.3649539698765471,0.11626256125930626
2025-02-01 08:00:00,0,-0.3649539698765471,-0.3426686016063947
2025-02-01 09:00:00,1,-0.5315996182220052,-0.06730990388697347
2025-02-01 10:00:00,0,-0.6982452665674603,0.8505524218444285
2025-02-01 11:00:00,1,-0.8648909149129155,1.3094835847101294
2025-02-01 12:00:00,2,-1.0315365632583706,1.0341248869907083
2025-02-01 13:00:00,0,-1.3648278599492838,1.0341248869907083
2025-02-01 14:00:00,0,-1.0315365632583706,0.7587661892712869
2025-02-01 15:00:00,0,-0.8648909149129155,0.7587661892712869
2025-02-01 16:00:00,1,0.3016286235052735,0.7587661892712869
2025-02-01 17:00:00,1,0.13498297515981833,1.4930560498564092
2025-02-01 18:00:00,2,0.13498297515981833,1.95198721272211
2025-02-01 19:00:00,1,1.1348568652325521,1.95198721272211
2025-02-01 20:00:00,2,0.968211216887097,1.4930560498564092
2025-02-01 21:00:00,0,-0.3649539698765471,0.5751937241250072
2025-02-01 22:00:00,1,-0.3649539698765471,0.11626256125930626
2025-02-01 23:00:00,2,-0.3649539698765471,-0.6180272993258159
2025-02-02 00:00:00,2,-1.698119156640194,-0.8015997644720957
2025-02-02 01:00:00,0,-1.698119156640194,-0.3426686016063947
2025-02-02 02:00:00,2,-1.698119156640194,0.11626256125930626
2025-02-02 03:00:00,2,-1.698119156640194,-0.3426686016063947
2025-02-02 04:00:00,1,-1.3648278599492838,0.39162125897872746
2025-02-02 05:00:00,0,-1.0315365632583706,1.3094835847101294
2025-02-02 06:00:00,0,-1.0315365632583706,0.39162125897872746
2025-02-02 07:00:00,1,0.3016286235052735,-0.06730990388697347
2025-02-02 08:00:00,2,0.46827427185073156,-0.06730990388697347
2025-02-02 09:00:00,2,0.46827427185073156,-0.8015997644720957
2025-02-02 10:00:00,0,0.3016286235052735,-1.7194620902034976
2025-02-02 11:00:00,1,1.6347938102689206,-1.7194620902034976
2025-02-02 12:00:00,2,0.46827427185073156,-1.7194620902034976
2025-02-02 13:00:00,0,0.46827427185073156,-1.7194620902034976
2025-02-02 14:00:00,2,0.3016286235052735,-1.7194620902034976
2025-02-02 15:00:00,1,1.4681481619234653,-0.8015997644720957
2025-02-02 16:00:00,0,0.3016286235052735,0.11626256125930626
2025-02-02 17:00:00,0,0.3016286235052735,0.11626256125930626
2025-02-02 18:00:00,0,0.13498297515981833,0.5751937241250072
2025-02-02 19:00:00,1,0.13498297515981833,0.8505524218444285
2025-02-02 20:00:00,1,-1.1981822116038259,0.39162125897872746
2025-02-02 21:00:00,2,-0.0316626731856368,-0.3426686016063947
2025-02-02 22:00:00,0,-0.0316626731856368,-0.3426686016063947
2025-02-02 23:00:00,0,1.3015025135780103,-0.8015997644720957
2025-02-03 00:00:00,2,1.1348568652325521,-0.3426686016063947
2025-02-03 01:00:00,1,1.4681481619234653,-0.8015997644720957
